"pkg_name","pkg_version","pkg_source_path","date_time","executor","sysname","version","release","machine","comments","has_bug_reports_url","license","has_examples","has_maintainer","size_codebase","has_news","has_source_control","has_vignettes","has_website","news_current","export_help","export_calc","check","covr","dependencies","dep_score","revdep_score","overall_risk_score","risk_profile"
"synapser","0.2.1","/tmp/Rtmpv7pcph/temp_file_551b41da1b98/synapser","3/29/2024 15:41","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",1,0,1,1,0.067024129,0,0,1,1,0,1,0.586280996,0,0,"cli#curl#magrittr#haven#httr2#stringr#fs#purrr#checkmate#shiny#shinyWidgets#dplyr#shinyjs#shinyBS#bslib#withr#testthat (>= 3.0.0)#tibble#httptest2#knitr#rmarkdown#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests",0.731058579,0.096558006,0.506195631,"High"
"teal.builder.modules","0.0.3","/tmp/Rtmpv7pcph/temp_file_551bf11f656/teal.builder.modules","3/29/2024 15:43","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",0,0,1,1,0.118858954,0,0,0,0,0,0.9375,0.381767974,0,0.9792,"teal.builder.checks#teal (>= 0.13.0)#teal.data (>= 0.2.0)#teal.code (>= 0.3.0)#teal.reporter (>= 0.1.1)#teal.widgets
(>= 0.3.0)#teal.transform (>= 0.3.0)#teal.modules.general (>=
0.2.15)#teal.modules.clinical (>= 0.8.15)#tern (>= 0.8.2)#rtables (>= 0.6.1)#formatters (>= 0.5.0)#dplyr#ggplot2#purrr (>= 1.0.0)#magrittr#rlang#stringr#testthat (>= 3.0.0)#random.cdisc.data#ggpmisc#ggpp#sparkline#waldo#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests",0.92414182,0.096558006,0.583394345,"High"
"teal.modules.clinical","0.8.16","/tmp/Rtmpv7pcph/temp_file_551b22543da/teal.modules.clinical","3/29/2024 15:47","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",1,0,0.981818182,1,0.006947661,1,1,1,1,1,1,0.338432706,0.3,0,"teal (>= 0.14.0)#tern (>= 0.8.2)#assertthat#broom#checkmate#dplyr#DT#formatters (>=
0.5.0)#ggplot2 (>= 3.4.0)#ggrepel#grid#lifecycle#logger
(>= 0.2.0)#magrittr#methods#rlang#rmarkdown#rtables (>=
0.6.1)#scales#shiny#shinyjs#shinyvalidate#shinyWidgets#stats#styler#teal.code (>= 0.4.0)#teal.logger (>= 0.1.1)#teal.reporter (>= 0.2.0)#teal.transform (>= 0.4.0)#teal.widgets (>= 0.4.0)#tern.gee (>= 0.1.0)#tern.mmrm (>=
0.2.1)#tidyr#utils#vistime#forcats#knitr#lubridate#nestcolor (>= 0.1.0)#teal.data
(>= 0.3.0)#testthat (>= 3.0)#Depends#Depends#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests",0.999983299,0.096558006,0.336173119,"Medium"
"teal.modules.general","0.2.16","/tmp/Rtmpv7pcph/temp_file_551b2b06fd94/teal.modules.general","3/29/2024 15:53","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",0,0,0.976190476,1,0.016109977,1,0,1,0,1,1,0.554587455,0.4,0.0229,"ggmosaic (>= 0.3.0)#ggplot2#shiny#shinyTree#teal (>= 0.14.0)#checkmate#dplyr#DT#forcats (>= 1.0.0)#grid#logger (>=
0.2.0)#magrittr#scales#shinyjs#shinyvalidate#shinyWidgets#stats#stringr#teal.code (>= 0.4.0)#teal.logger (>= 0.1.1)#teal.reporter (>= 0.2.0)#teal.slice (>= 0.4.0)#teal.transform
(>= 0.4.0)#teal.widgets (>= 0.4.0)#tern (>= 0.7.10)#tibble#tidyr#tidyselect#utils#broom#colourpicker#ggExtra#ggpmisc (>= 0.4.3)#ggpp#goftest#gridExtra#htmlwidgets#jsonlite#knitr#lattice#MASS#methods#nestcolor (>= 0.1.0)#rlang#rmarkdown#rtables
(>= 0.5.1)#sparkline#teal.data (>= 0.3.0)#testthat (>= 2.0)#Depends#Depends#Depends#Depends#Depends#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests",0.999999694,0.096558006,0.458418167,"High"
"synapser","0.3.0","/tmp/RtmpUylicv/temp_file_2fe2749f3396/bp-art-synapser-0.3.0","3/29/2024 16:00","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",0,0,1,1,0.056969237,0,0,1,1,0,1,0.547194051,0,0,"cli#curl#magrittr#haven#httr2#stringr#fs#purrr#checkmate#shiny#shinyWidgets#dplyr#shinyjs#shinyBS#bslib#withr#testthat (>= 3.0.0)#tibble#httptest2#knitr#rmarkdown#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests",0.731058579,0.096558006,0.551320011,"High"
"teal.builder","0.0.6","/tmp/RtmpUylicv/temp_file_2fe23bf1282c/bp-art-teal.builder-0.0.6","3/29/2024 16:02","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",0,0,1,1,0.04049676,0,1,0,1,0,0.5,0.679178699,0,0,"shiny#teal (>= 0.12.0)#teal.builder.checks#teal.builder.modules#synapser#dplyr#tibble#tidyr#stringr#purrr#rlang#magrittr#ggplot2#config#maybe#checkmate#stringr (>= 1.4.0)#fs#synapser#memoise#haven#bslib#bsicons#sparkline#forcats#pins#ggpmisc#formatR#withr#pkgload#testthat (>= 3.0.0)#utils#httptest2#pkgdown#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Suggests#Suggests#Suggests#Suggests#Suggests",0.999447221,0.096558006,0.603514258,"High"
"dplyr","1.1.0","/tmp/RtmpKtNrxv/temp_file_4e9143b40828/dplyr-1.1.0","3/29/2024 16:21","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",0,0,0.938596491,1,0.015191412,1,1,1,1,1,0.993174061,0.046119142,0,0,"cli (>= 3.4.0)#generics#glue (>= 1.3.2)#lifecycle (>= 1.0.3)#magrittr (>= 1.5)#methods#pillar (>= 1.5.1)#R6#rlang (>= 1.0.6)#tibble (>= 2.1.3)#tidyselect (>= 1.2.0)#utils#vctrs (>= 0.5.2)#bench#broom#callr#covr#DBI#dbplyr (>= 2.2.1)#ggplot2#knitr#Lahman#lobstr#microbenchmark#nycflights13#purrr#rmarkdown#RMySQL#RPostgreSQL#RSQLite#stringi (>= 1.7.6)#testthat (>= 3.1.5)#tidyr (>= 1.3.0)#withr#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests",0.999447221,1,0.443858252,"High"
"circlize","0.4.13","/tmp/RtmpNeflV6/temp_file_331b2fb1e50d/circlize","4/11/2024 11:29","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",0,0,1,1,0.019480519,0,1,1,1,0,1,0.19849118,0,0.0023,"graphics#GlobalOptions (>= 0.1.2)#shape#grDevices#utils#stats#colorspace#methods#grid#knitr#dendextend (>= 1.0.1)#ComplexHeatmap (>= 2.0.0)#gridBase#png#markdown#bezier#Depends#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests",0.182425524,0.964743089,0.605121053,"High"
"ComplexHeatmap","2.9.4","/tmp/RtmpbDw86j/temp_file_62d5a9e25d/ComplexHeatmap","4/11/2024 12:12","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",0,0,1,1,0.008133608,0,1,1,1,0,0.995169082,0.113327972,0,0,"methods#grid#graphics#stats#grDevices#circlize (>= 0.4.5)#GetoptLong#colorspace#clue#RColorBrewer#GlobalOptions (>= 0.1.0)#png#digest#IRanges#matrixStats#foreach#doParallel#testthat (>= 1.0.0)#knitr#markdown#dendsort#jpeg#tiff#fastcluster#EnrichedHeatmap#dendextend (>= 1.0.1)#grImport#grImport2#glue#GenomicRanges#gridtext#pheatmap (>= 1.0.12)#gridGraphics#gplots#rmarkdown#Cairo#Depends#Depends#Depends#Depends#Depends#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests",0.999796573,0.95794591,0.521887222,"High"
"reda","0.5.4","/tmp/RtmpDeAHNh/temp_file_329a4956d10f/reda-0.5.4","4/9/2024 16:21","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",0,0,0.606060606,1,0.050420168,1,1,1,1,1,0.625,0.569976228,0.55,0,"Rcpp#ggplot2#graphics#grDevices#methods#splines2 (>= 0.4.3)#stats#Rcpp#RcppArmadillo#knitr#rmarkdown#tinytest#Imports#Imports#Imports#Imports#Imports#Imports#Imports#LinkingTo#LinkingTo#Suggests#Suggests#Suggests",0.029312231,0.178145726,0.479858143,"High"
"emmeans","1.10.1.90001","/tmp/RtmpjXvy11/temp_file_55d045561dc4/emmeans","4/11/2024 9:06","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",1,0,0.953488372,1,0.017799929,1,1,1,1,0,1,0.277290787,0,0,"estimability (>= 1.4.1)#graphics#methods#numDeriv#stats#utils#mvtnorm#bayesplot#bayestestR#biglm#brms#car#coda (>= 0.17)#ggplot2#lattice#logspline#mediation#mgcv#multcomp#multcompView#nlme#ordinal (>= 2014.11-12)#pbkrtest (>=
0.4-1)#lme4#lmerTest (>= 2.0.32)#MASS#MuMIn#rsm#knitr#rmarkdown#sandwich#scales#splines#testthat#xtable (>=
1.8-2)#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests",0.99966465,0.926465902,0.432205201,"High"
"geeasy","0.1.1","/tmp/RtmplBQ58X/temp_file_61154369b6a5/geeasy-0.1.1","4/11/2024 9:17","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",0,0,1,1,0.106913756,1,0,0,0,1,1,0.654216972,0.65,0,"geepack#stats#ggplot2#geeM#lme4#methods#Matrix#MESS#testthat#MuMIn#Depends#Depends#Imports#Imports#Imports#Imports#Imports#Imports#Suggests#Suggests",0.010986943,0.149813063,0.603178577,"High"
"MASS","7.3-60.0.1","/tmp/RtmplBQ58X/temp_file_61155aa827de/MASS","4/11/2024 9:20","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",0,0,1,1,0.027886224,0,0,0,1,0,1,0.280145278,0.65,0.3204,"grDevices#graphics#stats#utils#methods#lattice#nlme#nnet#survival#Depends#Depends#Depends#Depends#Imports#Suggests#Suggests#Suggests#Suggests",0.006692851,1,0.581786511,"High"
"mgcv","1.9-1","/tmp/RtmplBQ58X/temp_file_611542b1d846/mgcv-1.9-1","4/11/2024 9:25","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",0,0,0.961538462,1,0.006011542,0,0,0,0,0,0.983783784,0.104296875,0.55,5e-4,"nlme (>= 3.1-64)#methods#stats#graphics#Matrix#splines#utils#parallel#survival#MASS#Depends#Imports#Imports#Imports#Imports#Imports#Imports#Suggests#Suggests#Suggests",0.010986943,0.999723289,0.737262947,"High"
"nlme","3.1-164","/tmp/RtmplBQ58X/temp_file_61152cb59a93/nlme","4/11/2024 9:36","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",1,0,0.859649123,1,0.010422457,0,0,0,1,0,0.990825688,0.204227849,0.55,0.5452,"graphics#stats#utils#lattice#Hmisc#MASS#SASmixed#Imports#Imports#Imports#Imports#Suggests#Suggests#Suggests",0.002472623,0.999542213,0.54283631,"High"
"patchwork","1.2.0","/tmp/RtmplBQ58X/temp_file_6115551792cc/patchwork-1.2.0","4/11/2024 9:48","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",0,0,0.933333333,1,0.050985724,1,1,1,1,1,1,0.554587455,0.65,0.5116,"ggplot2 (>= 3.0.0)#gtable#grid#stats#grDevices#utils#graphics#rlang#cli#knitr#rmarkdown#gridGraphics#gridExtra#ragg#testthat (>= 2.1.0)#vdiffr#covr#png#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests",0.377540669,0.998233781,0.316628322,"Medium"
"PWEALL","1.3.0.1","/tmp/RtmplBQ58X/temp_file_611572d965d4/PWEALL","4/11/2024 9:51","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",0,0,0.976744186,1,0.093399751,0,0,0,0,0,1,0.408496278,0.55,0,"survival#stats#Imports#Imports",2.03427e-4,0.149813063,0.719639012,"High"
"RBesT","1.7-3","/tmp/RtmplBQ58X/temp_file_61152eee2b98/RBesT-1.7-3","4/11/2024 9:54","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",0,0,1,1,0.035604083,1,0,1,1,1,1,0.399316846,0,0,"methods#Rcpp (>= 0.12.0)#RcppParallel (>= 5.0.1)#rstan (>= 2.26.0)#rstantools (>= 2.3.1)#assertthat#mvtnorm#Formula#checkmate#bayesplot (>= 1.4.0)#ggplot2#dplyr#stats#utils#matrixStats#abind#rlang#BH (>= 1.72.0)#Rcpp (>= 0.12.0)#RcppEigen (>= 0.3.3.3.0)#RcppParallel (>= 5.0.1)#rstan (>= 2.26.0)#StanHeaders (>= 2.26.0)#rmarkdown#knitr#testthat (>= 2.0.0)#foreach#purrr#rstanarm (>= 2.17.2)#scales#tools#broom#tidyr#parallel#brms#glue#ragg#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#LinkingTo#LinkingTo#LinkingTo#LinkingTo#LinkingTo#LinkingTo#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests",0.999876605,0.246376141,0.443672583,"High"
"brms","2.21.0","/tmp/RtmpuUJk2D/temp_file_77dd77504318/brms-2.21.0","4/11/2024 10:25","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",0,0,0.983783784,1,0.001346004,1,1,1,1,1,1,0.043632587,0,0,"Rcpp (>= 0.12.0)#methods#rstan (>= 2.29.0)#ggplot2 (>= 2.0.0)#loo (>= 2.3.1)#posterior (>= 1.0.0)#Matrix (>= 1.1.1)#mgcv (>= 1.8-13)#rstantools (>= 2.1.1)#bayesplot (>= 1.5.0)#bridgesampling (>= 0.3-0)#glue (>= 1.3.0)#rlang (>= 1.0.0)#future (>= 1.19.0)#future.apply (>= 1.0.0)#matrixStats#nleqslv#nlme#coda#abind#stats#utils#parallel#grDevices#backports#testthat (>= 0.9.1)#emmeans (>= 1.4.2)#cmdstanr (>= 0.5.0)#projpred (>= 2.0.0)#shinystan (>= 2.4.0)#splines2 (>= 0.5.0)#RWiener#rtdists#extraDistr#processx#mice#spdep#mnormt#lme4#MCMCglmm#ape#arm#statmod#digest#diffobj#R.rsp#gtable#shiny#knitr#rmarkdown#Depends#Depends#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests",0.999999814,0.760440676,0.440320615,"High"
"rjags","15-Apr","/tmp/RtmpuUJk2D/temp_file_77dd1831fed5/rjags","4/11/2024 10:28","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",0,0,0.9375,1,0,0,0,0,1,0,1,0.554587455,0.4,0.0235,"coda (>= 0.13)#tcltk#Depends#Suggests",2.03427e-4,0.960657866,0.655888343,"High"
"tmle","2.0.0","/tmp/RtmpaB6shm/temp_file_1bb42fe43b3c/tmle-2.0.0","4/11/2024 10:31","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",0,0,1,1,0.080949811,0,0,0,1,0,0,0.777299861,0.65,0.0025,"glmnet#SuperLearner (>= 2.0)#dbarts (>= 0.9-18)#gam (>= 1.15)#ROCR (>= 1.0-7)#WeightedROC#Depends#Depends#Suggests#Suggests#Suggests#Suggests",0.001501182,0.246376141,0.642709564,"High"
"broom","1.0.5","/tmp/RtmpOY3y19/temp_file_47976e794b0a/broom-1.0.5","4/11/2024 10:57","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",0,0,0.995762712,1,0.02244501,1,1,1,1,1,1,0.622459331,0.55,0.0077,"backports#dplyr (>= 1.0.0)#ellipsis#generics (>= 0.0.2)#glue#lifecycle#purrr#rlang#stringr#tibble (>= 3.0.0)#tidyr (>= 1.0.0)#AER#AUC#bbmle#betareg#biglm#binGroup#boot#btergm (>= 1.10.6)#car#carData#caret#cluster#cmprsk#coda#covr#drc#e1071#emmeans#epiR#ergm (>= 3.10.4)#fixest (>= 0.9.0)#gam (>= 1.15)#gee#geepack#ggplot2#glmnet#glmnetUtils#gmm#Hmisc#irlba#interp#joineRML#Kendall#knitr#ks#Lahman#lavaan#leaps#lfe#lm.beta#lme4#lmodel2#lmtest (>= 0.9.38)#lsmeans#maps#margins#MASS#mclust#mediation#metafor#mfx#mgcv#mlogit#modeldata#modeltests#muhaz#multcomp#network#nnet#orcutt (>= 2.2)#ordinal#plm#poLCA#psych#quantreg#rmarkdown#robust#robustbase#rsample#sandwich#sp#spdep (>= 1.1)#spatialreg#speedglm#spelling#survey#survival#systemfit#testthat (>= 2.1.0)#tseries#vars#zoo#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests",1,0.997192276,0.323783666,"Medium"
"ggsurvfit","1.0.0","/tmp/RtmpOY3y19/temp_file_47976d2e8970/ggsurvfit-1.0.0","4/11/2024 11:03","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",0,0,0.962962963,1,0.083705357,1,1,1,1,1,0.933333333,0.470208731,0,0,"broom (>= 1.0.0)#cli (>= 3.0.0)#dplyr (>= 1.0.3)#ggplot2 (>= 3.4.0)#glue (>= 1.6.0)#gtable#patchwork (>= 1.1.0)#rlang (>= 1.0.0)#survival (>= 3.4-0)#tidyr (>= 1.0.0)#covr#knitr#rmarkdown#scales (>= 1.1.0)#spelling#testthat (>= 3.2.0)#tidycmprsk (>= 1.0.0)#vdiffr (>= 1.0.0)#withr#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests",0.5,0.202612968,0.476852759,"High"
"survival","3.5-8","/tmp/Rtmp58iFqN/temp_file_747066ccf33d/survival","4/16/2024 13:10","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",0,0,0.962121212,1,0.007777259,0,1,1,1,0,1,0.280145278,0.3,0.6656,"graphics#Matrix#methods#splines#stats#utils#Imports#Imports#Imports#Imports#Imports#Imports",0.001501182,0.999998718,0.490850842,"High"
"flextable","0.8.1","/tmp/Rtmp7B7BNd/temp_file_6d12b38c237/flextable","4/17/2024 10:05","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",1,0,1,1,0.015320192,1,0,1,1,1,1,0.152053447,0,0.4666,"stats#utils#grDevices#graphics#officer (>= 0.4.4)#rmarkdown#knitr#htmltools#xml2#data.table (>= 1.13.0)#uuid
(>= 0.1-4)#gdtools (>= 0.1.6)#rlang#base64enc#grid#testthat (>= 2.1.0)#magick#equatags#commonmark#ggplot2#scales#webshot#doconv (>= 0.1.4)#locatexec#xtable#broom#broom.mixed#mgcv#cluster#lme4#nlme#bookdown#pdftools#officedown#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests",0.999447221,0.916883812,0.352008959,"High"
"forcats","1.0.0","/tmp/Rtmp7B7BNd/temp_file_6d12365a21ca/forcats-1.0.0","4/17/2024 10:10","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",0,0,1,1,0.095117311,1,1,1,1,1,0.974358974,0.42280978,0,0,"cli (>= 3.4.0)#glue#lifecycle#magrittr#rlang (>= 1.0.0)#tibble#covr#dplyr#ggplot2#knitr#readr#rmarkdown#testthat (>= 3.0.0)#withr#Imports#Imports#Imports#Imports#Imports#Imports#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests",0.07585818,0.998492895,0.519056709,"High"
"huxtable","5.5.6","/tmp/Rtmp7B7BNd/temp_file_6d1239d07c05/huxtable-5.5.6-rc1","4/17/2024 10:11","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",0,0,0.957446809,1,0.028398334,1,0,1,1,1,1,0.04333317,0.4,0.8342,"assertthat#commonmark#fansi#generics#glue#htmltools#memoise#R6#rlang#stats#stringi#stringr (>= 1.2.0)#tidyselect#utils#xml2#AER#bookdown#broom (>= 0.5.1)#broom.mixed#covr#crayon#devtools#dplyr (>= 0.7.0)#flextable (>= 0.6.9)#ftExtra (>= 0.0.2)#ggplot2#httr#knitr#lme4#lmtest#nlme#nnet#officer#openxlsx#psych#quarto#rmarkdown#sandwich#scales#testthat#tibble#tinytex#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests",0.99998987,0.513801461,0.290787106,"Medium"
"survminer","0.4.9","/tmp/Rtmp7B7BNd/temp_file_6d126ed4d6e8/survminer-0.4.9","4/17/2024 10:31","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",0,0,0.966666667,1,0.050624367,1,0,1,1,1,0.96875,0.459038615,0.3,0.0959,"ggplot2#ggpubr(>= 0.1.6)#grid#gridExtra (>= 2.0)#magrittr#maxstat#methods#scales#survival#stats#broom#dplyr#tidyr#survMisc#purrr#tibble#rlang#ggtext (>= 0.1.0)#knitr#flexsurv#cmprsk#markdown#testthat#rmarkdown#Depends#Depends#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests",0.92414182,0.845656937,0.392051576,"High"
