"pkg_name","pkg_version","pkg_source_path","date_time","executor","sysname","version","release","machine","comments","has_bug_reports_url","license","has_examples","has_maintainer","size_codebase","has_news","has_source_control","has_vignettes","has_website","news_current","export_help","export_calc","check","covr","dependencies","dep_score","revdep_score","overall_risk_score","risk_profile"
"BOIN","2.7.2","/tmp/RtmpMLqbtU/temp_file_4ff77201db76/BOIN","4/18/2024 11:30","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","May 2024 update risk scores with rev dep",0,0,1,1,0.058117009,0,0,0,0,0,1,0.643035173,0.75,0,"Iso#Imports",1.23395e-4,0.178145726,0.6798722723157895,"High"
"clubSandwich","0.5.10","/tmp/RtmpMLqbtU/temp_file_4ff7cd89303/clubSandwich-0.5.10","4/18/2024 11:31","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","May 2024 update risk scores with rev dep",0,0,1,1,0.061174551,1,0,1,1,1,1,0.603685147,0.45,0.6994,"stats#sandwich#Formula#knitr#carData#geepack#metafor#metadat#robumeta#nlme#mlmRev#AER#plm (>= 1.6-4)#Matrix#lme4#zoo#testthat#rmarkdown#covr#ivreg#Imports#Imports#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests",0.622459331,0.441255562,0.3167437555157895,"Medium"
"psborrow2","0.0.3.2","/tmp/Rtmp7Jwyrx/temp_file_595896bb1a2/psborrow2-0.0.3.2","4/18/2024 13:23","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","May 2024 update risk scores with rev dep",0,0,0.659259259,1,0.039798355,1,1,1,1,0,1,0.27447236,0,0,"checkmate#glue#methods#graphics#posterior#generics#Matrix#mvtnorm#future#simsurv#cmdstanr#survival#flexsurv#testthat (>= 3.0)#usethis (>= 2.1.5)#vdiffr#tibble#xml2#knitr#rmarkdown#bayesplot#matrixcalc#WeightIt#MatchIt#BayesPPD#ggsurvfit#gbm#ggplot2#cobalt#table1#gt#gtsummary#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests",0.998498818,0.096558006,0.5083235671157895,"High"
"reshape2","1.4.4","/tmp/Rtmp7Jwyrx/temp_file_59586c997b33/reshape-1.4.4","4/18/2024 13:25","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","May 2024 update risk scores with rev dep",0,0,1,1,0.320512821,1,1,0,1,1,1,0.654216972,0.65,0.7958,"plyr (>= 1.8.1)#Rcpp#stringr#covr#lattice#testthat (>= 0.8.0)#Rcpp#Imports#Imports#Imports#Suggests#Suggests#Suggests#LinkingTo",0.002472623,0.97909611,0.3770374987157895,"High"
"censReg","0.5-36","/tmp/RtmpixkHiL/temp_file_446029bb7f5c/censReg","4/18/2024 14:00","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","May 2024 update risk scores with rev dep",1,0,1,1,0.197628458,0,0,1,1,0,1,0.731058579,0.3,0.8758,"maxLik (>= 0.7-3)#glmmML (>= 0.81-6)#sandwich (>= 2.2-6)#miscTools (>=
0.6-11)#stats (>= 2.15.0)#plm#AER#lmtest (>= 0.9-27)#Depends#Imports#Imports#Imports#Imports#Imports#Suggests#Suggests",0.004070138,0.246376141,0.41833892831578945,"High"
"escalation","0.1.8","/tmp/RtmpixkHiL/temp_file_44604246f40/escalation","4/18/2024 14:13","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","May 2024 update risk scores with rev dep",0,0,0.978947368,1,0.02439421,1,0,1,0,0,1,0.236161601,0.4,0.7857,"magrittr#dplyr#tidyr (>= 1.0)#tidyselect#stringr#purrr#tibble#ggplot2#gtools#dfcrm#BOIN#trialr (>= 0.1.5)#DiagrammeR#RColorBrewer#viridis#binom#R6#mvtnorm#testthat#knitr#rmarkdown#covr#Depends#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Suggests#Suggests#Suggests#Suggests",0.817574476,0.096558006,0.44556775831578954,"High"
"geepack","1.3.9","/tmp/RtmpixkHiL/temp_file_446060a5bc5/geepack-1.3.9","4/18/2024 14:25","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","May 2024 update risk scores with rev dep",0,0,1,1,0.120192308,1,0,1,0,1,0.916666667,0.594831368,0.4,0.0013,"methods#MASS#broom#magrittr#Depends#Imports#Imports#Imports",5.52779e-4,0.857546637,0.5551265006736843,"High"
"ggfortify","0.4.15","/tmp/RtmpiD0Bpg/temp_file_2fb664a5fa9b/ggfortify-0.4.15","4/18/2024 16:00","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","May 2024 update risk scores with rev dep",0,0,1,1,0.053628888,1,1,1,1,1,1,0.632485197,0,0.5597,"methods#ggplot2 (>= 2.0.0)#dplyr (>= 0.3)#tidyr#gridExtra#grid#scales#stringr#tibble#testthat#cluster#changepoint#fGarch#forecast#ggrepel#glmnet#grDevices#KFAS#knitr#lintr#mapdata#markdown#MASS#MSwM#nlme#raster#ROCR#sp#stats#strucchange#survival#timeSeries#tseries#utils#vars#xts#zoo#lfda#Depends#Depends#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests",0.999925154,0.673041098,0.3388822097263158,"Medium"
"quantreg","5.97","/tmp/RtmpvhuBci/temp_file_71f820576aa0/quantreg","4/18/2024 16:34","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","May 2024 update risk scores with rev dep",0,0,0.974683544,1,0.025862069,0,0,0,1,0,0.935483871,0.134414843,0.65,0.5175,"stats#SparseM#methods#graphics#Matrix#MatrixModels#survival#MASS#interp#rgl#logspline#nor1mix#Formula#zoo#R.rsp#conquer#Depends#Depends#Imports#Imports#Imports#Imports#Imports#Imports#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests",0.182425524,0.987608925,0.5374738465894737,"High"
"cubature","2.0.3","/tmp/RtmpFhJcto/temp_file_41a224c88453/cubature-2.0.3","4/19/2024 10:03","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","May 2024 update risk scores with rev dep",0,0,1,1,0.238095238,1,0,1,1,1,1,0.622459331,0,0,"Rcpp#Rcpp#testthat#knitr#mvtnorm#benchr#LinkingTo#Imports#Suggests#Suggests#Suggests#Suggests",0.001501182,0.900968225,0.5235877205684211,"High"
"DEoptim","2.2-7","/tmp/RtmpFhJcto/temp_file_41a23aaaa094/DEoptim-2.2-7","4/19/2024 10:05","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","May 2024 update risk scores with rev dep",0,0,1,1,0.303643725,0,1,0,1,0,1,0.710218733,0.65,0.5581,"foreach#iterators#colorspace#lattice#parallel#parallelly#methods#Suggests#Suggests#Suggests#Suggests#Depends#Imports#Imports",0.002472623,0.731903635,0.49482964913684213,"High"
"ggalluvial","0.12.2","/tmp/RtmpFhJcto/temp_file_41a21da69feb/ggalluvial-0.12.2","4/19/2024 10:06","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","May 2024 update risk scores with rev dep",0,0,0.857142857,1,0.08441193,1,0,1,1,1,1,0.448251474,0,0,"ggplot2 (>= 2.2)#stats#dplyr (>= 0.7)#tidyr (>= 0.7)#lazyeval#rlang#tidyselect#grid#alluvial#testthat#knitr#rmarkdown#babynames#sessioninfo#ggrepel#ggfittext (>= 0.6)#vdiffr (>= 0.2)#Depends#Imports#Imports#Imports#Imports#Imports#Imports#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests",0.268941421,0.471344527,0.5303168448842106,"High"
"gtable","0.3.4","/tmp/RtmpSHQ6DK/temp_file_61811bf08613/gtable-0.3.4","4/19/2024 10:13","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","May 2024 update risk scores with rev dep",0,0,1,1,0.103376981,1,1,1,1,1,1,0.547194051,0.75,0.5826,"cli#glue#grid#lifecycle#rlang (>= 1.1.0)#covr#ggplot2#knitr#profvis#rmarkdown#testthat (>= 3.0.0)#Imports#Imports#Imports#Imports#Imports#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests",0.01798621,0.955016577,0.3164907433473685,"Medium"
"R2jags","0.7-1","/tmp/Rtmp0ebjMp/temp_file_7c0f2ba40180/R2jags-0.7-1","4/19/2024 10:34","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","May 2024 update risk scores with rev dep",0,0,1,1,0.13321492,0,0,0,0,0,1,0.632485197,0.75,0.3489,"rjags (>= 3-3)#abind#coda (>= 0.13)#graphics#grDevices#methods#R2WinBUGS#parallel#stats#utils#testthat (>= 3.0.0)#Depends#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Suggests",0.01798621,0.760440676,0.6189437482105263,"High"
"simsurv","1.0.0","/tmp/Rtmp0ebjMp/temp_file_7c0f6bdb753a/simsurv-1.0.0","4/19/2024 10:35","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","May 2024 update risk scores with rev dep",0,0,1,1,0.174418605,1,0,1,0,1,1,0.731058579,0,0,"methods#stats#BB (>= 2014.10.1)#eha (>= 2.4.5)#flexsurv (>= 1.1.0)#knitr (>= 1.15.1)#MASS#rmarkdown#rstpm2 (>= 1.4.1)#survival (>= 2.40.1)#testthat (>= 1.0.2)#Imports#Imports#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests",0.01798621,0.266720997,0.6175240754736842,"High"
"ggbreak","0.1.1","/tmp/RtmpEpSrk0/temp_file_1fb1d99adca/ggbreak-0.1.1","4/19/2024 10:45","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","May 2024 update risk scores with rev dep",0,0,1,1,0.141110066,1,1,1,1,1,1,0.666185566,0.5,0.018,"ggfun (>= 0.0.4)#grid#ggplot2#ggplotify (>= 0.0.7)#aplot
(>= 0.1.5)#rlang#stats#cowplot#ggimage#knitr#patchwork#pillar#prettydoc#rmarkdown#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests",0.07585818,0.149813063,0.43154325837894736,"High"
"numDeriv","2016.8-1.1","/tmp/RtmpEpSrk0/temp_file_1fb1631c89e3/numDeriv-2016.8-1.1","4/19/2024 10:47","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","May 2024 update risk scores with rev dep",0,0,0.8,1,0.364963504,0,0,1,1,0,1,0.679178699,0.5,0.8969,"",7.48e-5,0.999466939,0.4227468348421053,"High"
"PBIR","0.1-0","/tmp/RtmpEpSrk0/temp_file_1fb13f12b89a/PBIR","4/19/2024 10:50","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","May 2024 update risk scores with rev dep",0,0,1,1,0.381679389,0,0,1,0,0,0,0.777299861,0.5,0,"survival#stats#cmprsk#knitr#rmarkdown#Imports#Imports#Imports#Suggests#Suggests",9.11051e-4,0.096558006,0.6595984892421053,"High"
"survRM2","1.0-4","/tmp/RtmpEpSrk0/temp_file_1fb169cfa61/survRM2","4/19/2024 11:01","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","May 2024 update risk scores with rev dep",0,0,1,1,0.276243094,1,0,1,0,1,1,0.710218733,0.4,0,"survival#knitr#rmarkdown#Depends#Suggests#Suggests",3.3535e-4,0.266720997,0.5528142862947368,"High"
"lme4","1.1-15","/tmp/Rtmp2OaNLC/temp_file_5c83df370e1/lme4-b6fb1ac83885ff06","4/19/2024 11:51","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","May 2024 update risk scores with rev dep",0,0,0.973333333,1,0.005432814,0,1,1,1,0,0.978021978,0.248151521,0,0,"Matrix (>= 1.1.1)#methods#stats#Rcpp (>= 0.10.5)#RcppEigen#graphics#grid#splines#utils#parallel#MASS#lattice#nlme (>= 3.1-123)#minqa (>= 1.1.15)#nloptr (>= 1.0.4)#knitr#boot#PKPDmodels#MEMSS#testthat (>= 0.8.1)#ggplot2#mlmRev#optimx (>= 2013.8.6)#gamm4#pbkrtest#HSAUR2#numDeriv#Depends#Depends#Depends#LinkingTo#LinkingTo#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests",0.98201379,0.99981232,0.5101804794105262,"High"
"doParallel","1.0.17","/tmp/RtmpgXMqDo/temp_file_63f1f09109d/doParallel-1.0.17","4/19/2024 11:55","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","May 2024 update risk scores with rev dep",0,0,1,1,0.277264325,0,1,1,1,0,1,0.710218733,0.4,0.2033,"foreach (>= 1.2.0)#iterators (>= 1.0.0)#parallel#utils#caret#mlbench#rpart#RUnit#Depends#Depends#Depends#Depends#Suggests#Suggests#Suggests#Suggests",0.004070138,0.999995519,0.4902081615789474,"High"
"foreach","1.5.2","/tmp/RtmpgXMqDo/temp_file_63f141412c07/foreach-1.5.2","4/19/2024 12:02","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","May 2024 update risk scores with rev dep",0,0,1,1,0.166481687,1,1,1,1,1,0.869565217,0.51275776,0.5,0.701,"codetools#utils#iterators#randomForest#doMC#doParallel#testthat#knitr#rmarkdown#Imports#Imports#Imports#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests",0.006692851,0.999999185,0.3455353101473685,"Medium"
"gridExtra","2.3","/tmp/RtmpgXMqDo/temp_file_63f11b72d547/gridExtra","4/19/2024 12:10","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","May 2024 update risk scores with rev dep",0,0,1,1,0.186567164,0,0,1,0,0,1,0.562176501,0.4,0.4617,"gtable#grid#grDevices#graphics#utils#ggplot2#egg#lattice#knitr#testthat#Imports#Imports#Imports#Imports#Imports#Suggests#Suggests#Suggests#Suggests#Suggests",0.010986943,0.999994484,0.5721554414947368,"High"
"bayesplot","1.10.0","/tmp/RtmpJbXsQH/temp_file_148a526e0e49/bayesplot-1.10.0","4/22/2024 10:27","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","May 2024 update risk scores with rev dep",0,0,0.882352941,1,0.008342139,1,0,1,1,1,1,0.126531529,0,0,"dplyr (>= 0.8.0)#ggplot2 (>= 3.0.0)#ggridges#glue#posterior#reshape2#rlang (>= 0.3.0)#stats#tibble (>= 2.0.0)#tidyselect#utils#ggfortify#gridExtra (>= 2.2.1)#hexbin#knitr (>= 1.16)#loo (>= 2.0.0)#RColorBrewer#rmarkdown (>= 1.0.0)#rstan (>= 2.17.1)#rstanarm (>= 2.17.4)#rstantools (>= 1.5.0)#scales#shinystan (>= 2.3.0)#survival#testthat (>= 2.0.0)#vdiffr (>= 1.0.2)#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests",0.970687769,0.841450036,0.46328320040000004,"High"
"coda","0.19-4","/tmp/RtmpJbXsQH/temp_file_148a166fb58f/coda-0.19-4","4/22/2024 10:38","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","May 2024 update risk scores with rev dep",0,0,1,1,0.043872477,0,0,0,0,0,1,0.381767974,0.75,0,"lattice#Imports",1.23395e-4,0.999596047,0.6741790752842105,"High"
"future","1.33.1","/tmp/RtmpJbXsQH/temp_file_148a40f7dc/future-1.33.1","4/22/2024 10:39","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","May 2024 update risk scores with rev dep",0,0,0.98,1,0.025244026,1,1,1,1,1,0.838235294,0.307559699,0.75,0.719,"digest#globals (>= 0.16.1)#listenv (>= 0.8.0)#parallel#parallelly (>= 1.34.0)#utils#methods#RhpcBLASctl#R.rsp#markdown#Imports#Imports#Imports#Imports#Imports#Imports#Suggests#Suggests#Suggests#Suggests",0.010986943,0.998616187,0.3209551802105264,"Medium"
"gridGraphics","0.4-0","/tmp/RtmpJbXsQH/temp_file_148a6afe12ce/gridgraphics-0.4-0","4/22/2024 11:12","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","May 2024 update risk scores with rev dep",0,0,1,1,0.049883605,0,1,0,1,0,1,0.666185566,0,0,"grid#graphics#grDevices#magick (>= 1.3)#pdftools (>= 1.6)#Depends#Depends#Imports#Suggests#Suggests",9.11051e-4,0.096558006,0.6940368083578947,"High"
"gridtext","0.1.4","/tmp/RtmpJbXsQH/temp_file_148a25a84adc/gridtext-0.1.4","4/22/2024 11:13","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","May 2024 update risk scores with rev dep",0,0,1,1,0.14137606,1,0,0,1,1,1,0.710218733,0.65,0.8514,"grid#grDevices#markdown#rlang#Rcpp#RCurl#png#jpeg#stringr#xml2#covr#knitr#rmarkdown#testthat#vdiffr#Rcpp#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Suggests#Suggests#Suggests#Suggests#Suggests#LinkingTo",0.182425524,0.341879626,0.39072427722105263,"High"
"mice","3.15.0","/tmp/RtmpJbXsQH/temp_file_148a9a5feeb/mice-3.15.0","4/22/2024 11:16","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","May 2024 update risk scores with rev dep",0,0,0.947712418,1,0.022133687,1,1,1,1,1,1,0.180740252,0.45,0.5613,"broom#dplyr#generics#graphics#grDevices#lattice#methods#Rcpp#rlang#stats#tidyr#utils#broom.mixed#decor#future#furrr#glmnet#haven#knitr#lme4#lmtest#MASS#metafor#mitml#miceadds#nnet#pan#parallelly#purrr#randomForest#ranger#rmarkdown#rpart#rstan#survival#testthat#cpp11#Rcpp#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#LinkingTo#LinkingTo",0.999925154,0.955016577,0.28644126532631575,"Medium"
"Rcpp","1.0.11","/tmp/RtmpJbXsQH/temp_file_148a51ce87a6/Rcpp-1.0.11","4/22/2024 11:25","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","May 2024 update risk scores with rev dep",0,0,0.757575758,1,0.064710958,0,1,1,1,0,0.807692308,0.526065369,0.1,0.034,"methods#utils#tinytest#inline#rbenchmark#pkgKitten (>= 0.1.2)#Imports#Imports#Suggests#Suggests#Suggests#Suggests",0.001501182,1,0.604447448168421,"High"
"psbcGroup","1.5","/tmp/RtmpSUR224/temp_file_214925f0bbb7/psbcGroup-1.5","4/22/2024 12:00","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","May 2024 update risk scores with rev dep",0,0,1,1,0.124688279,0,0,0,0,0,1,0.666185566,0.55,0,"LearnBayes#SuppDists#mvtnorm#survival#Depends#Depends#Depends#Depends",5.52779e-4,0.096558006,0.7093459033473684,"High"
"mvnfast","0.2.7","/tmp/RtmpRlCKQQ/temp_file_4518314a69/mvnfast-0.2.7","4/22/2024 13:21","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","May 2024 update risk scores with rev dep",0,0,1,1,0.365853659,0,1,1,1,0,1,0.612879086,0.4,0,"Rcpp (>= 0.12.0)#knitr#rmarkdown#testthat#mvtnorm#microbenchmark#MASS#plyr#RhpcBLASctl#Rcpp#RcppArmadillo#BH#Imports#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#LinkingTo#LinkingTo#LinkingTo",0.029312231,0.708153112,0.5197435840631579,"High"
"psbcGroup","1.5","/tmp/RtmpRlCKQQ/temp_file_451601dd737/psbcGroup-1.5","4/22/2024 13:26","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","May 2024 update risk scores with rev dep",0,0,1,1,0.124688279,0,0,0,0,0,1,0.666185566,0.55,0,"LearnBayes#SuppDists#mvtnorm#survival#Depends#Depends#Depends#Depends",5.52779e-4,0.096558006,0.7093459033473684,"High"
"RcppEigen","0.3.3.9.4","/tmp/RtmpRlCKQQ/temp_file_4513552abb0/RcppEigen-0.3.3.9.4","4/22/2024 13:28","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","May 2024 update risk scores with rev dep",0,0,1,1,0.442477876,0,1,1,1,0,1,0.693596453,0,0,"Rcpp#Rcpp (>= 0.11.0)#stats#utils#Matrix#inline#tinytest#pkgKitten#microbenchmark#LinkingTo#Imports#Imports#Imports#Suggests#Suggests#Suggests#Suggests#Suggests",0.006692851,0.99980569,0.5725175030947369,"High"
"splines2","0.5.1","/tmp/RtmpWo0mui/temp_file_60ec1d9d2d79/splines2-0.5.1","4/22/2024 16:06","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","May 2024 update risk scores with rev dep",0,0,1,1,0.135135135,1,1,1,1,1,1,0.569976228,0.3,0,"stats#graphics#Rcpp#Rcpp#RcppArmadillo#knitr#rmarkdown#tinytest#RcppArmadillo#Imports#Imports#Imports#LinkingTo#LinkingTo#Suggests#Suggests#Suggests#Suggests",0.006692851,0.601011946,0.46748002258947374,"High"
"shiny","1.7.1","/home/u1004798/tmp/temp_file_537950d1a293/shiny","2024-07-23 07:13:47","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","July 2024 teal tern dependencies",1,0,0.9878048780487805,1,0.011793379982703044,1,0,0,1,1,1,0.05199008511227454,0,0,"methods#utils#grDevices#httpuv (>= 1.5.2)#mime (>= 0.3)#jsonlite
(>= 0.9.16)#xtable#fontawesome (>= 0.2.1)#htmltools (>=
0.5.2)#R6 (>= 2.0)#sourcetools#later (>= 1.0.0)#promises
(>= 1.1.0)#tools#crayon#rlang (>= 0.4.10)#fastmap (>=
1.1.0)#withr#commonmark (>= 1.7)#glue (>= 1.3.2)#bslib (>=
0.3.0)#cachem#ellipsis#lifecycle (>= 0.2.0)#datasets#Cairo (>= 1.5-5)#testthat (>= 3.0.0)#knitr (>=
1.6)#markdown#rmarkdown#ggplot2#reactlog (>= 1.0.0)#magrittr#shinytest (>= 1.4.0.9003)#yaml#future#dygraphs#ragg#showtext#sass#Depends#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests",0.9999724643088853,0.9999999087624106,0.49308108057490707,"High"
"shinyvalidate","0.1.3","/home/u1004798/tmp/temp_file_53791e0bd28b/shinyvalidate","2024-07-23 07:23:32","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","July 2024 teal tern dependencies",1,0,0.9473684210526315,1,0.18337408312958436,1,1,0,1,1,1,0.5399832612823376,0.75,0.9064,"shiny (>= 1.6)#htmltools (>= 0.5.1.1)#rlang (>= 0.4.10)#glue (>= 1.4.2)#testthat#knitr#rmarkdown#covr#Imports#Imports#Imports#Imports#Suggests#Suggests#Suggests#Suggests",0.004070137715896128,0.32386456652551115,0.333814660460224,"Medium"
"shinymeta","0.2.0.3","/home/u1004798/tmp/temp_file_74847a80233d/shinymeta","2024-07-23 07:32:00","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","July 2024 teal tern dependencies",0,0,1,1,0.1284246575342466,1,1,0,1,1,1,0.532943707051472,0.65,0,"callr#fastmap#fs#rlang#htmltools#shiny (>= 1.6.0)#sourcetools#styler#utils#knitr#stringr#rmarkdown#testthat (>= 3.0)#shinyAce#clipr#dplyr#ggplot2#cranlogs#xfun#magrittr#zoo#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests",0.7310585786300049,0.1498130634417619,0.43151910135235316,"High"
"shinyRadioMatrix","0.2.1","/home/u1004798/tmp/temp_file_748410ed0e94/shinyRadioMatrix","2024-07-23 07:34:26","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","July 2024 teal tern dependencies",0,0,0.75,1,0.46153846153846156,1,0,0,0,1,1,0.7310585786300049,0.75,0,"shiny#Imports",1.2339457598623172e-4,0.09655800624682276,0.5977395987481329,"High"
