"","pkg_name","pkg_version","pkg_source_path","date_time","executor","sysname","version","release","machine","comments","has_bug_reports_url","license","has_examples","has_maintainer","size_codebase","has_news","has_source_control","has_vignettes","has_website","news_current","export_help","export_calc","check","covr","dependencies","dep_score","revdep_score","overall_risk_score","risk_profile"
"33","rtables","0.6.6","/tmp/Rtmpv7pcph/temp_file_551b647433ff/rtables","2024-03-29 15:32:03","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",1,0,0.974358974358974,1,0.0117196655988749,1,1,1,1,1,0.877323420074349,0.10344260222841,0.3,0.9085,"formatters (>= 0.5.5)#magrittr (>= 1.5)#methods#checkmate (>= 2.1.0)#htmltools (>= 0.5.4)#stats#stringi (>=
1.6)#broom (>= 0.7.10)#car (>= 3.0-13)#dplyr (>= 1.0.5)#flextable (>= 0.8.4)#knitr (>= 1.42)#officer (>= 0.5.0)#r2rtf (>= 0.3.2)#survival (>= 3.3-1)#testthat (>= 3.0.4)#tibble (>= 3.2.1)#tidyr (>= 1.1.3)#xml2 (>= 1.1.0)#Depends#Depends#Depends#Imports#Imports#Imports#Imports#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests",0.5,0.305370160880448,0.288528875844319,"Medium"
"34","synapser","0.2.1","/tmp/Rtmpv7pcph/temp_file_551b41da1b98/synapser","2024-03-29 15:41:38","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",1,0,1,1,0.0670241286863271,0,0,1,1,0,1,0.586280996051124,0,0,"cli#curl#magrittr#haven#httr2#stringr#fs#purrr#checkmate#shiny#shinyWidgets#dplyr#shinyjs#shinyBS#bslib#withr#testthat (>= 3.0.0)#tibble#httptest2#knitr#rmarkdown#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests",0.731058578630005,0.0965580062468228,0.506195631341399,"High"
"35","teal.builder.modules","0.0.3","/tmp/Rtmpv7pcph/temp_file_551bf11f656/teal.builder.modules","2024-03-29 15:43:27","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",0,0,1,1,0.118858954041204,0,0,0,0,0,0.9375,0.381767973968925,0,0.9792,"teal.builder.checks#teal (>= 0.13.0)#teal.data (>= 0.2.0)#teal.code (>= 0.3.0)#teal.reporter (>= 0.1.1)#teal.widgets
(>= 0.3.0)#teal.transform (>= 0.3.0)#teal.modules.general (>=
0.2.15)#teal.modules.clinical (>= 0.8.15)#tern (>= 0.8.2)#rtables (>= 0.6.1)#formatters (>= 0.5.0)#dplyr#ggplot2#purrr (>= 1.0.0)#magrittr#rlang#stringr#testthat (>= 3.0.0)#random.cdisc.data#ggpmisc#ggpp#sparkline#waldo#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests",0.924141819978757,0.0965580062468228,0.583394345034107,"High"
"36","teal.modules.clinical","0.8.16","/tmp/Rtmpv7pcph/temp_file_551b22543da/teal.modules.clinical","2024-03-29 15:47:58","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",1,0,0.981818181818182,1,0.00694766095414544,1,1,1,1,1,1,0.338432705735493,0.3,0,"teal (>= 0.14.0)#tern (>= 0.8.2)#assertthat#broom#checkmate#dplyr#DT#formatters (>=
0.5.0)#ggplot2 (>= 3.4.0)#ggrepel#grid#lifecycle#logger
(>= 0.2.0)#magrittr#methods#rlang#rmarkdown#rtables (>=
0.6.1)#scales#shiny#shinyjs#shinyvalidate#shinyWidgets#stats#styler#teal.code (>= 0.4.0)#teal.logger (>= 0.1.1)#teal.reporter (>= 0.2.0)#teal.transform (>= 0.4.0)#teal.widgets (>= 0.4.0)#tern.gee (>= 0.1.0)#tern.mmrm (>=
0.2.1)#tidyr#utils#vistime#forcats#knitr#lubridate#nestcolor (>= 0.1.0)#teal.data
(>= 0.3.0)#testthat (>= 3.0)#Depends#Depends#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests",0.999983298578152,0.0965580062468228,0.33617311927865,"Medium"
"37","teal.modules.general","0.2.16","/tmp/Rtmpv7pcph/temp_file_551b2b06fd94/teal.modules.general","2024-03-29 15:53:09","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",0,0,0.976190476190476,1,0.0161099774460316,1,0,1,0,1,1,0.554587455172015,0.4,0.0229,"ggmosaic (>= 0.3.0)#ggplot2#shiny#shinyTree#teal (>= 0.14.0)#checkmate#dplyr#DT#forcats (>= 1.0.0)#grid#logger (>=
0.2.0)#magrittr#scales#shinyjs#shinyvalidate#shinyWidgets#stats#stringr#teal.code (>= 0.4.0)#teal.logger (>= 0.1.1)#teal.reporter (>= 0.2.0)#teal.slice (>= 0.4.0)#teal.transform
(>= 0.4.0)#teal.widgets (>= 0.4.0)#tern (>= 0.7.10)#tibble#tidyr#tidyselect#utils#broom#colourpicker#ggExtra#ggpmisc (>= 0.4.3)#ggpp#goftest#gridExtra#htmlwidgets#jsonlite#knitr#lattice#MASS#methods#nestcolor (>= 0.1.0)#rlang#rmarkdown#rtables
(>= 0.5.1)#sparkline#teal.data (>= 0.3.0)#testthat (>= 2.0)#Depends#Depends#Depends#Depends#Depends#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests",0.999999694097773,0.0965580062468228,0.45841816687125,"High"
"38","synapser","0.3.0","/tmp/RtmpUylicv/temp_file_2fe2749f3396/bp-art-synapser-0.3.0","2024-03-29 16:00:44","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",0,0,1,1,0.0569692366122294,0,0,1,1,0,1,0.547194050686571,0,0,"cli#curl#magrittr#haven#httr2#stringr#fs#purrr#checkmate#shiny#shinyWidgets#dplyr#shinyjs#shinyBS#bslib#withr#testthat (>= 3.0.0)#tibble#httptest2#knitr#rmarkdown#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests",0.731058578630005,0.0965580062468228,0.551320011446288,"High"
"39","teal.builder","0.0.6","/tmp/RtmpUylicv/temp_file_2fe23bf1282c/bp-art-teal.builder-0.0.6","2024-03-29 16:02:52","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",0,0,1,1,0.0404967602591793,0,1,0,1,0,0.5,0.679178699175393,0,0,"shiny#teal (>= 0.12.0)#teal.builder.checks#teal.builder.modules#synapser#dplyr#tibble#tidyr#stringr#purrr#rlang#magrittr#ggplot2#config#maybe#checkmate#stringr (>= 1.4.0)#fs#synapser#memoise#haven#bslib#bsicons#sparkline#forcats#pins#ggpmisc#formatR#withr#pkgload#testthat (>= 3.0.0)#utils#httptest2#pkgdown#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Suggests#Suggests#Suggests#Suggests#Suggests",0.999447221363076,0.0965580062468228,0.603514257512161,"High"
"40","dplyr","1.1.0","/tmp/RtmpKtNrxv/temp_file_4e9143b40828/dplyr-1.1.0","2024-03-29 16:21:47","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",0,0,0.93859649122807,1,0.0151914117885355,1,1,1,1,1,0.993174061433447,0.0461191416971477,0,0,"cli (>= 3.4.0)#generics#glue (>= 1.3.2)#lifecycle (>= 1.0.3)#magrittr (>= 1.5)#methods#pillar (>= 1.5.1)#R6#rlang (>= 1.0.6)#tibble (>= 2.1.3)#tidyselect (>= 1.2.0)#utils#vctrs (>= 0.5.2)#bench#broom#callr#covr#DBI#dbplyr (>= 2.2.1)#ggplot2#knitr#Lahman#lobstr#microbenchmark#nycflights13#purrr#rmarkdown#RMySQL#RPostgreSQL#RSQLite#stringi (>= 1.7.6)#testthat (>= 3.1.5)#tidyr (>= 1.3.0)#withr#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests",0.999447221363076,0.99999999999999,0.443858251579228,"High"
"41","circlize","0.4.13","/tmp/RtmpNeflV6/temp_file_331b2fb1e50d/circlize","2024-04-11 11:29:21","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",0,0,1,1,0.0194805194805195,0,1,1,1,0,1,0.198491179904639,0,0.0023,"graphics#GlobalOptions (>= 0.1.2)#shape#grDevices#utils#stats#colorspace#methods#grid#knitr#dendextend (>= 1.0.1)#ComplexHeatmap (>= 2.0.0)#gridBase#png#markdown#bezier#Depends#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests",0.182425523806356,0.964743089190681,0.6051210533806,"High"
"42","ComplexHeatmap","2.9.4","/tmp/RtmpbDw86j/temp_file_62d5a9e25d/ComplexHeatmap","2024-04-11 12:12:37","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",0,0,1,1,0.0081336080685392,0,1,1,1,0,0.995169082125604,0.113327971892921,0,0,"methods#grid#graphics#stats#grDevices#circlize (>= 0.4.5)#GetoptLong#colorspace#clue#RColorBrewer#GlobalOptions (>= 0.1.0)#png#digest#IRanges#matrixStats#foreach#doParallel#testthat (>= 1.0.0)#knitr#markdown#dendsort#jpeg#tiff#fastcluster#EnrichedHeatmap#dendextend (>= 1.0.1)#grImport#grImport2#glue#GenomicRanges#gridtext#pheatmap (>= 1.0.12)#gridGraphics#gplots#rmarkdown#Cairo#Depends#Depends#Depends#Depends#Depends#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests",0.999796573021945,0.957945910069797,0.521887221735831,"High"
"43","reda","0.5.4","/tmp/RtmpDeAHNh/temp_file_329a4956d10f/reda-0.5.4","2024-04-09 16:21:10","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",0,0,0.606060606060606,1,0.0504201680672269,1,1,1,1,1,0.625,0.569976227910009,0.55,0,"Rcpp#ggplot2#graphics#grDevices#methods#splines2 (>= 0.4.3)#stats#Rcpp#RcppArmadillo#knitr#rmarkdown#tinytest#Imports#Imports#Imports#Imports#Imports#Imports#Imports#LinkingTo#LinkingTo#Suggests#Suggests#Suggests",0.0293122307513563,0.178145726006279,0.479858142581641,"High"
"44","emmeans","1.10.1.90001","/tmp/RtmpjXvy11/temp_file_55d045561dc4/emmeans","2024-04-11 09:06:18","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",1,0,0.953488372093023,1,0.0177999288002848,1,1,1,1,0,1,0.277290787306478,0,0,"estimability (>= 1.4.1)#graphics#methods#numDeriv#stats#utils#mvtnorm#bayesplot#bayestestR#biglm#brms#car#coda (>= 0.17)#ggplot2#lattice#logspline#mediation#mgcv#multcomp#multcompView#nlme#ordinal (>= 2014.11-12)#pbkrtest (>=
0.4-1)#lme4#lmerTest (>= 2.0.32)#MASS#MuMIn#rsm#knitr#rmarkdown#sandwich#scales#splines#testthat#xtable (>=
1.8-2)#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests",0.999664649869534,0.926465902311216,0.432205200646596,"High"
"45","geeasy","0.1.1","/tmp/RtmplBQ58X/temp_file_61154369b6a5/geeasy-0.1.1","2024-04-11 09:17:33","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",0,0,1,1,0.106913756236636,1,0,0,0,1,1,0.654216971559148,0.65,0,"geepack#stats#ggplot2#geeM#lme4#methods#Matrix#MESS#testthat#MuMIn#Depends#Depends#Imports#Imports#Imports#Imports#Imports#Imports#Suggests#Suggests",0.0109869426305932,0.149813063441762,0.603178577016247,"High"
"46","MASS","7.3-60.0.1","/tmp/RtmplBQ58X/temp_file_61155aa827de/MASS","2024-04-11 09:20:24","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",0,0,1,1,0.0278862242052426,0,0,0,1,0,1,0.280145278239905,0.65,0.3204,"grDevices#graphics#stats#utils#methods#lattice#nlme#nnet#survival#Depends#Depends#Depends#Depends#Imports#Suggests#Suggests#Suggests#Suggests",0.00669285092428486,0.99999999995509,0.581786510548135,"High"
"47","mgcv","1.9-1","/tmp/RtmplBQ58X/temp_file_611542b1d846/mgcv-1.9-1","2024-04-11 09:25:20","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",0,0,0.961538461538462,1,0.00601154216094902,0,0,0,0,0,0.983783783783784,0.10429687474532,0.55,5e-04,"nlme (>= 3.1-64)#methods#stats#graphics#Matrix#splines#utils#parallel#survival#MASS#Depends#Imports#Imports#Imports#Imports#Imports#Imports#Suggests#Suggests#Suggests",0.0109869426305932,0.999723288629692,0.737262947082002,"High"
"48","nlme","3.1-164","/tmp/RtmplBQ58X/temp_file_61152cb59a93/nlme","2024-04-11 09:36:23","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",1,0,0.859649122807018,1,0.0104224569205114,0,0,0,1,0,0.990825688073395,0.204227848634121,0.55,0.5452,"graphics#stats#utils#lattice#Hmisc#MASS#SASmixed#Imports#Imports#Imports#Imports#Suggests#Suggests#Suggests",0.00247262315663477,0.999542212994247,0.542836309800703,"High"
"49","patchwork","1.2.0","/tmp/RtmplBQ58X/temp_file_6115551792cc/patchwork-1.2.0","2024-04-11 09:48:22","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",0,0,0.933333333333333,1,0.0509857239972808,1,1,1,1,1,1,0.554587455172015,0.65,0.5116,"ggplot2 (>= 3.0.0)#gtable#grid#stats#grDevices#utils#graphics#rlang#cli#knitr#rmarkdown#gridGraphics#gridExtra#ragg#testthat (>= 2.1.0)#vdiffr#covr#png#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests",0.377540668798145,0.998233780519408,0.316628321813706,"Medium"
"50","PWEALL","1.3.0.1","/tmp/RtmplBQ58X/temp_file_611572d965d4/PWEALL","2024-04-11 09:51:18","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",0,0,0.976744186046512,1,0.0933997509339975,0,0,0,0,0,1,0.408496277612912,0.55,0,"survival#stats#Imports#Imports",0.000203426978055207,0.149813063441762,0.719639012125373,"High"
"51","RBesT","1.7-3","/tmp/RtmplBQ58X/temp_file_61152eee2b98/RBesT-1.7-3","2024-04-11 09:54:10","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",0,0,1,1,0.0356040826014716,1,0,1,1,1,1,0.399316846078374,0,0,"methods#Rcpp (>= 0.12.0)#RcppParallel (>= 5.0.1)#rstan (>= 2.26.0)#rstantools (>= 2.3.1)#assertthat#mvtnorm#Formula#checkmate#bayesplot (>= 1.4.0)#ggplot2#dplyr#stats#utils#matrixStats#abind#rlang#BH (>= 1.72.0)#Rcpp (>= 0.12.0)#RcppEigen (>= 0.3.3.3.0)#RcppParallel (>= 5.0.1)#rstan (>= 2.26.0)#StanHeaders (>= 2.26.0)#rmarkdown#knitr#testthat (>= 2.0.0)#foreach#purrr#rstanarm (>= 2.17.2)#scales#tools#broom#tidyr#parallel#brms#glue#ragg#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#LinkingTo#LinkingTo#LinkingTo#LinkingTo#LinkingTo#LinkingTo#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests",0.999876605424014,0.246376140522644,0.443672583129468,"High"
"52","brms","2.21.0","/tmp/RtmpuUJk2D/temp_file_77dd77504318/brms-2.21.0","2024-04-11 10:25:20","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",0,0,0.983783783783784,1,0.00134600371497025,1,1,1,1,1,1,0.0436325865732866,0,0,"Rcpp (>= 0.12.0)#methods#rstan (>= 2.29.0)#ggplot2 (>= 2.0.0)#loo (>= 2.3.1)#posterior (>= 1.0.0)#Matrix (>= 1.1.1)#mgcv (>= 1.8-13)#rstantools (>= 2.1.1)#bayesplot (>= 1.5.0)#bridgesampling (>= 0.3-0)#glue (>= 1.3.0)#rlang (>= 1.0.0)#future (>= 1.19.0)#future.apply (>= 1.0.0)#matrixStats#nleqslv#nlme#coda#abind#stats#utils#parallel#grDevices#backports#testthat (>= 0.9.1)#emmeans (>= 1.4.2)#cmdstanr (>= 0.5.0)#projpred (>= 2.0.0)#shinystan (>= 2.4.0)#splines2 (>= 0.5.0)#RWiener#rtdists#extraDistr#processx#mice#spdep#mnormt#lme4#MCMCglmm#ape#arm#statmod#digest#diffobj#R.rsp#gtable#shiny#knitr#rmarkdown#Depends#Depends#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests",0.999999814460898,0.76044067555059,0.440320615311481,"High"
"53","rjags","4-15","/tmp/RtmpuUJk2D/temp_file_77dd1831fed5/rjags","2024-04-11 10:28:33","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",0,0,0.9375,1,0,0,0,0,1,0,1,0.554587455172015,0.4,0.0235,"coda (>= 0.13)#tcltk#Depends#Suggests",0.000203426978055207,0.960657865916216,0.655888343113241,"High"
"54","tmle","2.0.0","/tmp/RtmpaB6shm/temp_file_1bb42fe43b3c/tmle-2.0.0","2024-04-11 10:31:31","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",0,0,1,1,0.0809498111171074,0,0,0,1,0,0,0.777299861174691,0.65,0.0025,"glmnet#SuperLearner (>= 2.0)#dbarts (>= 0.9-18)#gam (>= 1.15)#ROCR (>= 1.0-7)#WeightedROC#Depends#Depends#Suggests#Suggests#Suggests#Suggests",0.00150118225673699,0.246376140522644,0.642709564389951,"High"
"55","broom","1.0.5","/tmp/RtmpOY3y19/temp_file_47976e794b0a/broom-1.0.5","2024-04-11 10:57:42","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",0,0,0.995762711864407,1,0.0224450097261709,1,1,1,1,1,1,0.622459331201855,0.55,0.0077,"backports#dplyr (>= 1.0.0)#ellipsis#generics (>= 0.0.2)#glue#lifecycle#purrr#rlang#stringr#tibble (>= 3.0.0)#tidyr (>= 1.0.0)#AER#AUC#bbmle#betareg#biglm#binGroup#boot#btergm (>= 1.10.6)#car#carData#caret#cluster#cmprsk#coda#covr#drc#e1071#emmeans#epiR#ergm (>= 3.10.4)#fixest (>= 0.9.0)#gam (>= 1.15)#gee#geepack#ggplot2#glmnet#glmnetUtils#gmm#Hmisc#irlba#interp#joineRML#Kendall#knitr#ks#Lahman#lavaan#leaps#lfe#lm.beta#lme4#lmodel2#lmtest (>= 0.9.38)#lsmeans#maps#margins#MASS#mclust#mediation#metafor#mfx#mgcv#mlogit#modeldata#modeltests#muhaz#multcomp#network#nnet#orcutt (>= 2.2)#ordinal#plm#poLCA#psych#quantreg#rmarkdown#robust#robustbase#rsample#sandwich#sp#spdep (>= 1.1)#spatialreg#speedglm#spelling#survey#survival#systemfit#testthat (>= 2.1.0)#tseries#vars#zoo#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests",1,0.99719227593677,0.323783666036265,"Medium"
"56","ggsurvfit","1.0.0","/tmp/RtmpOY3y19/temp_file_47976d2e8970/ggsurvfit-1.0.0","2024-04-11 11:03:21","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",0,0,0.962962962962963,1,0.0837053571428571,1,1,1,1,1,0.933333333333333,0.470208730628278,0,0,"broom (>= 1.0.0)#cli (>= 3.0.0)#dplyr (>= 1.0.3)#ggplot2 (>= 3.4.0)#glue (>= 1.6.0)#gtable#patchwork (>= 1.1.0)#rlang (>= 1.0.0)#survival (>= 3.4-0)#tidyr (>= 1.0.0)#covr#knitr#rmarkdown#scales (>= 1.1.0)#spelling#testthat (>= 3.2.0)#tidycmprsk (>= 1.0.0)#vdiffr (>= 1.0.0)#withr#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests",0.5,0.20261296809401,0.47685275926751,"High"
"57","survival","3.5-8","/tmp/Rtmp58iFqN/temp_file_747066ccf33d/survival","2024-04-16 13:10:22","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",0,0,0.962121212121212,1,0.00777725929382486,0,1,1,1,0,1,0.280145278239905,0.3,0.6656,"graphics#Matrix#methods#splines#stats#utils#Imports#Imports#Imports#Imports#Imports#Imports",0.00150118225673699,0.999998718416241,0.490850842261592,"High"
"58","flextable","0.8.1","/tmp/Rtmp7B7BNd/temp_file_6d12b38c237/flextable","2024-04-17 10:05:13","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",1,0,1,1,0.0153201920130732,1,0,1,1,1,1,0.152053447113822,0,0.4666,"stats#utils#grDevices#graphics#officer (>= 0.4.4)#rmarkdown#knitr#htmltools#xml2#data.table (>= 1.13.0)#uuid
(>= 0.1-4)#gdtools (>= 0.1.6)#rlang#base64enc#grid#testthat (>= 2.1.0)#magick#equatags#commonmark#ggplot2#scales#webshot#doconv (>= 0.1.4)#locatexec#xtable#broom#broom.mixed#mgcv#cluster#lme4#nlme#bookdown#pdftools#officedown#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests",0.999447221363076,0.916883811605586,0.352008959460878,"High"
"59","forcats","1.0.0","/tmp/Rtmp7B7BNd/temp_file_6d12365a21ca/forcats-1.0.0","2024-04-17 10:10:00","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",0,0,1,1,0.0951173113506658,1,1,1,1,1,0.974358974358974,0.422809779525781,0,0,"cli (>= 3.4.0)#glue#lifecycle#magrittr#rlang (>= 1.0.0)#tibble#covr#dplyr#ggplot2#knitr#readr#rmarkdown#testthat (>= 3.0.0)#withr#Imports#Imports#Imports#Imports#Imports#Imports#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests",0.0758581800212435,0.998492895264396,0.519056709019848,"High"
